"rid", "binaryID"
12489,1
12537,10
12607,11
12557,100
12559,101
12560,1010
12596,1011
12561,10100
12575,10101
12576,101010
12610,101011
12615,1010110
12631,1010111
12616,10101100
12630,10101101
12651,10101110
12669,10101111
12658,101011010
12704,101011011
12659,1010110100
12670,1010110101
12678,10101101010
12708,10101101011
12679,101011010100
12695,101011010101
12723,101011010110
12747,101011010111
12696,1010110101010
12730,1010110101011
12731,10101101010110
12739,10101101010111
12775,101011010101110
12792,101011010101111
12779,1010110101011100
12813,1010110101011101
