"rid", "binaryID"
44,1
46,10
52,11
47,100
113,101
42,1000
54,1001
37,10000
38,10001
55,10010
56,10011
39,100100
40,100101
57,100110
73,100111
58,1001100
59,1001101
81,1001110
119,1001111
75,10011100
76,10011101
121,10011110
125,10011111
118,100111100
145,100111101
133,100111110
140,100111111
146,1001111010
181,1001111011
189,1001111110
194,1001111111
135,10011110100
141,10011110101
190,10011110110
237,10011110111
193,10011111110
218,10011111111
182,100111101100
196,100111101101
247,100111101110
249,100111101111
180,100111111100
195,100111111101
229,100111111110
233,100111111111
198,1001111011010
216,1001111011011
250,1001111011110
317,1001111011111
234,1001111111110
253,1001111111111
199,10011110110100
205,10011110110101
230,10011110110110
245,10011110110111
318,10011110111110
377,10011110111111
236,10011111111100
272,10011111111101
256,10011111111110
258,10011111111111
173,100111101101000
174,100111101101001
220,100111101101010
259,100111101101011
378,100111101111110
391,100111101111111
277,100111111111010
305,100111111111011
279,100111111111110
288,100111111111111
358,1001111011111100
406,1001111011111101
300,1001111111110110
311,1001111111110111
323,1001111111111110
369,1001111111111111
342,10011110111111000
379,10011110111111001
407,10011110111111010
422,10011110111111011
324,10011111111111100
348,10011111111111101
382,10011111111111110
405,10011111111111111
297,100111101111110000
319,100111101111110001
370,100111111111111010
442,100111111111111011
414,100111111111111110
437,100111111111111111
302,1001111011111100000
333,1001111011111100001
371,1001111111111110100
415,1001111111111110101
474,1001111111111111110
489,1001111111111111111
303,10011110111111000000
321,10011110111111000001
424,10011111111111101010
461,10011111111111101011
497,10011111111111111100
512,10011111111111111101
343,100111101111110000010
443,100111101111110000011
498,100111111111111010110
520,100111111111111010111
344,1001111011111100000100
349,1001111011111100000101
453,1001111011111100000110
506,1001111011111100000111
499,1001111111111110101100
536,1001111111111110101101
582,1001111111111110101110
629,1001111111111110101111
359,10011110111111000001010
375,10011110111111000001011
455,10011110111111000001100
469,10011110111111000001101
505,10011111111111101011000
535,10011111111111101011001
586,10011111111111101011100
603,10011111111111101011101
361,100111101111110000010100
386,100111101111110000010101
507,100111111111111010110000
531,100111111111111010110001
573,100111111111111010110010
654,100111111111111010110011
585,100111111111111010111000
587,100111111111111010111001
362,1001111011111100000101000
387,1001111011111100000101001
496,1001111111111110101100000
500,1001111111111110101100001
682,1001111111111110101100010
684,1001111111111110101100011
590,1001111111111110101110010
622,1001111111111110101110011
501,10011111111111101011000010
540,10011111111111101011000011
687,10011111111111101011000100
701,10011111111111101011000101
690,10011111111111101011000110
691,10011111111111101011000111
628,10011111111111101011100110
661,10011111111111101011100111
477,100111111111111010110000100
481,100111111111111010110000101
541,100111111111111010110000110
550,100111111111111010110000111
686,100111111111111010110001000
718,100111111111111010110001001
775,100111111111111010110001010
828,100111111111111010110001011
666,100111111111111010111001110
688,100111111111111010111001111
482,1001111111111110101100001010
509,1001111111111110101100001011
542,1001111111111110101100001100
668,1001111111111110101100001101
576,1001111111111110101100001110
646,1001111111111110101100001111
798,1001111111111110101100010100
800,1001111111111110101100010101
667,1001111111111110101110011100
672,1001111111111110101110011101
707,1001111111111110101110011110
756,1001111111111110101110011111
543,10011111111111101011000011000
560,10011111111111101011000011001
648,10011111111111101011000011110
737,10011111111111101011000011111
822,10011111111111101011000101000
880,10011111111111101011000101001
717,10011111111111101011100111100
744,10011111111111101011100111101
759,10011111111111101011100111110
808,10011111111111101011100111111
547,100111111111111010110000110000
569,100111111111111010110000110001
566,100111111111111010110000110010
571,100111111111111010110000110011
649,100111111111111010110000111100
713,100111111111111010110000111101
823,100111111111111010110001010000
864,100111111111111010110001010001
762,100111111111111010111001111010
770,100111111111111010111001111011
754,100111111111111010111001111100
792,100111111111111010111001111101
548,1001111111111110101100001100000
578,1001111111111110101100001100001
580,1001111111111110101100001100010
596,1001111111111110101100001100011
721,1001111111111110101100001111010
738,1001111111111110101100001111011
868,1001111111111110101100010100000
894,1001111111111110101100010100001
700,1001111111111110101110011111000
710,1001111111111110101110011111001
805,1001111111111110101110011111010
834,1001111111111110101110011111011
579,10011111111111101011000011000010
583,10011111111111101011000011000011
599,10011111111111101011000011000100
675,10011111111111101011000011000101
739,10011111111111101011000011110100
793,10011111111111101011000011110101
902,10011111111111101011000101000010
946,10011111111111101011000101000011
819,10011111111111101011100111110100
909,10011111111111101011100111110101
600,100111111111111010110000110000110
630,100111111111111010110000110000111
732,100111111111111010110000111101000
750,100111111111111010110000111101001
927,100111111111111010110001010000100
993,100111111111111010110001010000101
977,100111111111111010110001010000110
1133,100111111111111010110001010000111
820,100111111111111010111001111101000
867,100111111111111010111001111101001
913,100111111111111010111001111101010
945,100111111111111010111001111101011
655,1001111111111110101100001100001110
676,1001111111111110101100001100001111
749,1001111111111110101100001111010010
765,1001111111111110101100001111010011
951,1001111111111110101100010100001000
957,1001111111111110101100010100001001
995,1001111111111110101100010100001010
1001,1001111111111110101100010100001011
1079,1001111111111110101100010100001100
1158,1001111111111110101100010100001101
1134,1001111111111110101100010100001110
1137,1001111111111110101100010100001111
889,1001111111111110101110011111010010
922,1001111111111110101110011111010011
893,1001111111111110101110011111010100
912,1001111111111110101110011111010101
963,1001111111111110101110011111010110
967,1001111111111110101110011111010111
656,10011111111111101011000011000011100
702,10011111111111101011000011000011101
677,10011111111111101011000011000011110
683,10011111111111101011000011000011111
764,10011111111111101011000011110100110
766,10011111111111101011000011110100111
1046,10011111111111101011000101000010100
1112,10011111111111101011000101000010101
1144,10011111111111101011000101000011110
1223,10011111111111101011000101000011111
923,10011111111111101011100111110100110
1044,10011111111111101011100111110100111
966,10011111111111101011100111110101100
1014,10011111111111101011100111110101101
767,100111111111111010110000111101001110
809,100111111111111010110000111101001111
1058,100111111111111010110001010000101000
1122,100111111111111010110001010000101001
1224,100111111111111010110001010000111110
1234,100111111111111010110001010000111111
1045,100111111111111010111001111101001110
1057,100111111111111010111001111101001111
1013,100111111111111010111001111101011010
1117,100111111111111010111001111101011011
768,1001111111111110101100001111010011100
769,1001111111111110101100001111010011101
821,1001111111111110101100001111010011110
837,1001111111111110101100001111010011111
1243,1001111111111110101100010100001111110
1253,1001111111111110101100010100001111111
1066,1001111111111110101110011111010011110
1097,1001111111111110101110011111010011111
1007,1001111111111110101110011111010110100
1021,1001111111111110101110011111010110101
