"rid", "binaryID"
328,1
327,10
628,11
629,110
639,111
640,1110
651,1111
632,11100
633,11101
652,11110
8714,11111
1246,111000
1247,111001
8720,111110
8725,111111
8719,1111100
8727,1111101
8726,1111110
8728,1111111
8708,11111000
8724,11111001
8729,11111010
8735,11111011
8741,11111110
8745,11111111
8743,111110110
8780,111110111
8765,111111100
8783,111111101
8709,111111110
8710,111111111
8769,1111111000
8777,1111111001
8694,1111111110
8695,1111111111
8770,11111110000
8776,11111110001
636,11111111100
637,11111111101
8691,11111111110
8705,11111111111
8768,111111100000
8772,111111100001
8754,1111111000000
8757,1111111000001
8775,1111111000010
8789,1111111000011
8746,11111110000010
8758,11111110000011
8793,11111110000110
8823,11111110000111
8738,111111100000100
8739,111111100000101
8794,111111100001100
8847,111111100001101
8841,111111100001110
8857,111111100001111
8734,1111111000001010
8742,1111111000001011
8795,1111111000011000
8809,1111111000011001
8748,11111110000010110
8766,11111110000010111
8810,11111110000110010
8828,11111110000110011
8839,111111100001100110
8862,111111100001100111
8833,1111111000011001100
8834,1111111000011001101
8864,1111111000011001110
8867,1111111000011001111
8816,11111110000110011010
8817,11111110000110011011
5353,11111110000110011100
5356,11111110000110011101
8781,111111100001100110100
8782,111111100001100110101
8806,111111100001100110110
8807,111111100001100110111
8874,111111100001100111000
8879,111111100001100111001
8849,111111100001100111010
8869,111111100001100111011
1231,1111111000011001110000
8875,1111111000011001110001
8832,1111111000011001110100
8855,1111111000011001110101
8871,1111111000011001110110
8882,1111111000011001110111
5002,11111110000110011100000
5005,11111110000110011100001
8830,11111110000110011101000
8837,11111110000110011101001
4999,11111110000110011101110
5003,11111110000110011101111
5006,111111100001100111000000
5013,111111100001100111000001
8818,111111100001100111010000
8819,111111100001100111010001
8838,111111100001100111010010
8840,111111100001100111010011
1234,111111100001100111011100
5011,111111100001100111011101
5012,111111100001100111011110
8884,111111100001100111011111
1236,1111111000011001110000010
5014,1111111000011001110000011
8812,1111111000011001110100010
8813,1111111000011001110100011
8850,1111111000011001110100110
8865,1111111000011001110100111
8886,1111111000011001110111010
8898,1111111000011001110111011
8885,1111111000011001110111110
8891,1111111000011001110111111
1237,11111110000110011100000100
1239,11111110000110011100000101
1238,11111110000110011100000110
5018,11111110000110011100000111
8778,11111110000110011101000110
8779,11111110000110011101000111
8851,11111110000110011101001100
8856,11111110000110011101001101
5364,11111110000110011101001110
8877,11111110000110011101001111
8914,11111110000110011101110110
8918,11111110000110011101110111
8897,11111110000110011101111110
8901,11111110000110011101111111
8905,111111100001100111000001000
8937,111111100001100111000001001
8751,111111100001100111010001100
8752,111111100001100111010001101
8843,111111100001100111010011000
8844,111111100001100111010011001
8684,111111100001100111010011110
8687,111111100001100111010011111
8915,111111100001100111011101100
8924,111111100001100111011101101
6586,111111100001100111011111100
8917,111111100001100111011111101
5024,1111111000011001110000010000
8906,1111111000011001110000010001
5358,1111111000011001110100110010
8845,1111111000011001110100110011
1228,1111111000011001110100111100
8685,1111111000011001110100111101
8925,1111111000011001110111011010
8935,1111111000011001110111011011
5028,1111111000011001110111111000
6596,1111111000011001110111111001
5365,11111110000110011101001100100
8868,11111110000110011101001100101
8825,11111110000110011101001100110
8826,11111110000110011101001100111
1232,11111110000110011101001111010
4993,11111110000110011101001111011
6587,11111110000110011101110110110
8936,11111110000110011101110110111
5029,11111110000110011101111110000
6597,11111110000110011101111110001
5366,111111100001100111010011001000
8872,111111100001100111010011001001
8814,111111100001100111010011001110
8815,111111100001100111010011001111
4995,111111100001100111010011110110
5015,111111100001100111010011110111
5023,111111100001100111011101101100
5035,111111100001100111011101101101
8927,111111100001100111011101101110
8928,111111100001100111011101101111
5030,111111100001100111011111100000
5043,111111100001100111011111100001
4992,1111111000011001110100110010010
8889,1111111000011001110100110010011
8773,1111111000011001110100110011100
8774,1111111000011001110100110011101
8811,1111111000011001110100110011110
8863,1111111000011001110100110011111
5000,1111111000011001110100111101100
5007,1111111000011001110100111101101
5036,1111111000011001110111011011010
8949,1111111000011001110111011011011
6598,1111111000011001110111111000010
8945,1111111000011001110111111000011
8797,11111110000110011101001100111100
8799,11111110000110011101001100111101
8959,11111110000110011101110110110110
8962,11111110000110011101110110110111
6599,11111110000110011101111110000100
8955,11111110000110011101111110000101
8760,111111100001100111010011001111000
8761,111111100001100111010011001111001
8804,111111100001100111010011001111010
8827,111111100001100111010011001111011
8960,111111100001100111011101101101100
8969,111111100001100111011101101101101
8966,111111100001100111011101101101110
8967,111111100001100111011101101101111
5044,111111100001100111011111100001000
5045,111111100001100111011111100001001
8956,111111100001100111011111100001010
8964,111111100001100111011111100001011
8800,1111111000011001110100110011110100
8822,1111111000011001110100110011110101
8961,1111111000011001110111011011011000
8972,1111111000011001110111011011011001
8976,1111111000011001110111011011011110
8978,1111111000011001110111011011011111
8950,1111111000011001110111111000010100
8951,1111111000011001110111111000010101
5360,11111110000110011101001100111101000
8791,11111110000110011101001100111101001
8952,11111110000110011101110110110110000
8953,11111110000110011101110110110110001
5361,111111100001100111010011001111010000
5368,111111100001100111010011001111010001
8785,111111100001100111010011001111010010
8786,111111100001100111010011001111010011
1221,1111111000011001110100110011110100010
8873,1111111000011001110100110011110100011
8788,1111111000011001110100110011110100110
8829,1111111000011001110100110011110100111
8792,11111110000110011101001100111101001100
8858,11111110000110011101001100111101001101
8790,111111100001100111010011001111010011000
8846,111111100001100111010011001111010011001
1230,111111100001100111010011001111010011010
8870,111111100001100111010011001111010011011
8796,1111111000011001110100110011110100110000
8805,1111111000011001110100110011110100110001
4997,1111111000011001110100110011110100110100
5010,1111111000011001110100110011110100110101
8824,11111110000110011101001100111101001100000
8831,11111110000110011101001100111101001100001
8836,111111100001100111010011001111010011000000
8842,111111100001100111010011001111010011000001
8854,111111100001100111010011001111010011000010
8860,111111100001100111010011001111010011000011
8848,1111111000011001110100110011110100110000010
8859,1111111000011001110100110011110100110000011
8861,1111111000011001110100110011110100110000100
8878,1111111000011001110100110011110100110000101
5357,1111111000011001110100110011110100110000110
8866,1111111000011001110100110011110100110000111
5016,11111110000110011101001100111101001100001100
8876,11111110000110011101001100111101001100001101
1233,111111100001100111010011001111010011000011000
8899,111111100001100111010011001111010011000011001
1225,111111100001100111010011001111010011000011010
8881,111111100001100111010011001111010011000011011
5020,1111111000011001110100110011110100110000110000
6589,1111111000011001110100110011110100110000110001
5019,1111111000011001110100110011110100110000110110
8880,1111111000011001110100110011110100110000110111
5039,11111110000110011101001100111101001100001100010
6588,11111110000110011101001100111101001100001100011
8919,111111100001100111010011001111010011000011000110
8923,111111100001100111010011001111010011000011000111
8911,1111111000011001110100110011110100110000110001110
8922,1111111000011001110100110011110100110000110001111
8909,11111110000110011101001100111101001100001100011100
8910,11111110000110011101001100111101001100001100011101
