"rid", "binaryID"
24388,1
24400,10
24638,11
24401,100
24571,101
24370,1000
24371,1001
24617,1010
24639,1011
24339,10000
24391,10001
20642,10110
24830,10111
24282,100000
24316,100001
23911,100010
24398,100011
21619,101100
21625,101101
18076,1000000
24227,1000001
24337,1000010
24413,1000011
23116,1011010
24779,1011011
18077,10000000
24317,10000001
24147,10000010
24148,10000011
23904,10000110
24589,10000111
24726,10110100
24814,10110101
22828,10110110
24824,10110111
24131,100000110
24159,100000111
24815,101101010
24839,101101011
11566,101101100
24927,101101101
24160,1000001110
24185,1000001111
24844,1011010110
24870,1011010111
24928,1011011010
24983,1011011011
24127,10000011100
24137,10000011101
21260,10000011110
23878,10000011111
20596,100000111010
20597,100000111011
23886,100000111100
24109,100000111101
21442,1000001110110
21443,1000001110111
24099,1000001111010
24115,1000001111011
23850,10000011110100
23851,10000011110101
24191,10000011110110
24201,10000011110111
24206,100000111101110
24533,100000111101111
24149,1000001111011100
24177,1000001111011101
24542,1000001111011110
24555,1000001111011111
23817,10000011110111000
23837,10000011110111001
24192,10000011110111010
24244,10000011110111011
24539,10000011110111100
24560,10000011110111101
24415,10000011110111110
24572,10000011110111111
23809,100000111101110010
23828,100000111101110011
24193,100000111101110100
24224,100000111101110101
24559,100000111101111010
24602,100000111101111011
24573,100000111101111110
24657,100000111101111111
23829,1000001111011100110
24102,1000001111011100111
24547,1000001111011110100
24611,1000001111011110101
20623,1000001111011110110
24604,1000001111011110111
24658,1000001111011111110
24680,1000001111011111111
23688,10000011110111001100
23689,10000011110111001101
24665,10000011110111101100
24720,10000011110111101101
20643,10000011110111111100
20644,10000011110111111101
24684,10000011110111111110
24717,10000011110111111111
18387,100000111101110011000
23560,100000111101110011001
22894,100000111101110011010
23672,100000111101110011011
24719,100000111101111011010
24845,100000111101111011011
20663,100000111101111111110
24721,100000111101111111111
23506,1000001111011100110010
23507,1000001111011100110011
23719,1000001111011100110110
23720,1000001111011100110111
21514,1000001111011110110110
24851,1000001111011110110111
11567,1000001111011111111100
20672,1000001111011111111101
18033,10000011110111001100100
21413,10000011110111001100101
18409,10000011110111001100110
23494,10000011110111001100111
21448,10000011110111001101100
23733,10000011110111001101101
25021,10000011110111101101100
25026,10000011110111101101101
20662,10000011110111101101110
21634,10000011110111101101111
20673,10000011110111111111010
20684,10000011110111111111011
23338,100000111101110011001000
23339,100000111101110011001001
25065,100000111101111011011000
25144,100000111101111011011001
23150,100000111101111011011110
24942,100000111101111011011111
20675,100000111101111111110100
24840,100000111101111111110101
23312,1000001111011100110010000
23319,1000001111011100110010001
23310,1000001111011100110010010
23471,1000001111011100110010011
25143,1000001111011110110110010
25166,1000001111011110110110011
18025,1000001111011110110111100
25091,1000001111011110110111101
24946,1000001111011110110111110
25035,1000001111011110110111111
24865,1000001111011111111101000
24931,1000001111011111111101001
24780,1000001111011111111101010
24846,1000001111011111111101011
22779,10000011110111001100100000
22795,10000011110111001100100001
25189,10000011110111101101100110
25222,10000011110111101101100111
21214,10000011110111101101111000
21654,10000011110111101101111001
22832,10000011110111101101111010
25092,10000011110111101101111011
24947,10000011110111101101111100
24955,10000011110111101101111101
25036,10000011110111101101111110
25054,10000011110111101101111111
24936,10000011110111111111010010
24956,10000011110111111111010011
24776,10000011110111111111010100
24777,10000011110111111111010101
25226,100000111101111011011001110
25268,100000111101111011011001111
25082,100000111101111011011110110
25120,100000111101111011011110111
24884,100000111101111111110100100
24895,100000111101111111110100101
21523,100000111101111111110100110
24976,100000111101111111110100111
21492,100000111101111111110101010
24768,100000111101111111110101011
25272,1000001111011110110110011110
25305,1000001111011110110110011111
25121,1000001111011110110111101110
25163,1000001111011110110111101111
21532,1000001111011111111101001100
24998,1000001111011111111101001101
21630,1000001111011111111101010100
24667,1000001111011111111101010101
25273,10000011110111101101100111100
25320,10000011110111101101100111101
21655,10000011110111101101111011100
25122,10000011110111101101111011101
25181,10000011110111101101111011110
25219,10000011110111101101111011111
23154,10000011110111111111010011010
25004,10000011110111111111010011011
21614,10000011110111111111010101000
24681,10000011110111111111010101001
21489,10000011110111111111010101010
24659,10000011110111111111010101011
21376,100000111101111011011001111010
25328,100000111101111011011001111011
25180,100000111101111011011110111100
25218,100000111101111011011110111101
25227,100000111101111011011110111110
25266,100000111101111011011110111111
25050,100000111101111111110100110100
25068,100000111101111111110100110101
24543,100000111101111111110101010000
24612,100000111101111111110101010001
25369,1000001111011110110110011110100
25421,1000001111011110110110011110101
23162,1000001111011110110111101111100
25228,1000001111011110110111101111101
18721,1000001111011110110111101111110
25281,1000001111011110110111101111111
25069,1000001111011111111101001101010
25109,1000001111011111111101001101011
24325,1000001111011111111101010100000
24361,1000001111011111111101010100001
25247,10000011110111101101111011111000
25410,10000011110111101101111011111001
25295,10000011110111101101111011111100
25351,10000011110111101101111011111101
25116,10000011110111111111010011010110
25147,10000011110111111111010011010111
18055,10000011110111111111010101000000
18061,10000011110111111111010101000001
24362,10000011110111111111010101000010
24402,10000011110111111111010101000011
25355,100000111101111011011110111111010
25404,100000111101111011011110111111011
25146,100000111101111111110100110101110
25164,100000111101111111110100110101111
21261,100000111101111111110101010000000
24194,100000111101111111110101010000001
24117,100000111101111111110101010000010
24118,100000111101111111110101010000011
24310,100000111101111111110101010000110
24389,100000111101111111110101010000111
25428,1000001111011110110111101111110110
25467,1000001111011110110111101111110111
23163,1000001111011111111101001101011110
25182,1000001111011111111101001101011111
21589,1000001111011111111101010100000110
24100,1000001111011111111101010100000111
24258,1000001111011111111101010100001100
24342,1000001111011111111101010100001101
25477,10000011110111101101111011111101110
25489,10000011110111101101111011111101111
12235,10000011110111111111010011010111100
25248,10000011110111111111010011010111101
20614,10000011110111111111010101000001110
20615,10000011110111111111010101000001111
24071,10000011110111111111010101000011000
24072,10000011110111111111010101000011001
24464,100000111101111011011110111111011100
25479,100000111101111011011110111111011101
23791,100000111101111111110101010000011110
23792,100000111101111111110101010000011111
23810,100000111101111111110101010000110000
24252,100000111101111111110101010000110001
25527,1000001111011110110111101111110111000
25528,1000001111011110110111101111110111001
23805,1000001111011111111101010100001100000
23806,1000001111011111111101010100001100001
25526,10000011110111101101111011111101110000
25555,10000011110111101101111011111101110001
22914,10000011110111101101111011111101110010
25544,10000011110111101101111011111101110011
20619,10000011110111111111010101000011000000
23804,10000011110111111111010101000011000001
23678,100000111101111111110101010000110000000
23679,100000111101111111110101010000110000001
22903,1000001111011111111101010100001100000000
22904,1000001111011111111101010100001100000001
22883,1000001111011111111101010100001100000010
23762,1000001111011111111101010100001100000011
23111,10000011110111111111010101000011000000000
23646,10000011110111111111010101000011000000001
22884,10000011110111111111010101000011000000100
23756,10000011110111111111010101000011000000101
23622,100000111101111111110101010000110000000010
23633,100000111101111111110101010000110000000011
21250,100000111101111111110101010000110000001000
21251,100000111101111111110101010000110000001001
23757,100000111101111111110101010000110000001010
23818,100000111101111111110101010000110000001011
23612,1000001111011111111101010100001100000000100
23613,1000001111011111111101010100001100000000101
21401,1000001111011111111101010100001100000010000
21402,1000001111011111111101010100001100000010001
23521,1000001111011111111101010100001100000010010
23522,1000001111011111111101010100001100000010011
23704,1000001111011111111101010100001100000010100
23743,1000001111011111111101010100001100000010101
21471,1000001111011111111101010100001100000010110
23819,1000001111011111111101010100001100000010111
23391,10000011110111111111010101000011000000100010
23392,10000011110111111111010101000011000000100011
23405,10000011110111111111010101000011000000100100
23406,10000011110111111111010101000011000000100101
21414,10000011110111111111010101000011000000100110
21415,10000011110111111111010101000011000000100111
23736,10000011110111111111010101000011000000101010
23798,10000011110111111111010101000011000000101011
21472,10000011110111111111010101000011000000101100
21590,10000011110111111111010101000011000000101101
23361,100000111101111111110101010000110000001001010
23362,100000111101111111110101010000110000001001011
23415,100000111101111111110101010000110000001001110
23458,100000111101111111110101010000110000001001111
23690,100000111101111111110101010000110000001010100
23698,100000111101111111110101010000110000001010101
21262,100000111101111111110101010000110000001011010
21591,100000111101111111110101010000110000001011011
22802,1000001111011111111101010100001100000010010110
23278,1000001111011111111101010100001100000010010111
18034,1000001111011111111101010100001100000010011100
18045,1000001111011111111101010100001100000010011101
22905,1000001111011111111101010100001100000010101010
23692,1000001111011111111101010100001100000010101011
21263,1000001111011111111101010100001100000010110100
24207,1000001111011111111101010100001100000010110101
22640,10000011110111111111010101000011000000100101100
22641,10000011110111111111010101000011000000100101101
23374,10000011110111111111010101000011000000100111000
23375,10000011110111111111010101000011000000100111001
18046,10000011110111111111010101000011000000100111010
23388,10000011110111111111010101000011000000100111011
23868,10000011110111111111010101000011000000101101010
24212,10000011110111111111010101000011000000101101011
22628,100000111101111111110101010000110000001001011000
22633,100000111101111111110101010000110000001001011001
22569,100000111101111111110101010000110000001001011010
22570,100000111101111111110101010000110000001001011011
22791,100000111101111111110101010000110000001001110010
22792,100000111101111111110101010000110000001001110011
21234,100000111101111111110101010000110000001001110100
23568,100000111101111111110101010000110000001001110101
24298,100000111101111111110101010000110000001011010100
24372,100000111101111111110101010000110000001011010101
24213,100000111101111111110101010000110000001011010110
24260,100000111101111111110101010000110000001011010111
20580,1000001111011111111101010100001100000010010110000
20581,1000001111011111111101010100001100000010010110001
22737,1000001111011111111101010100001100000010011100110
22738,1000001111011111111101010100001100000010011100111
21232,1000001111011111111101010100001100000010011101000
23463,1000001111011111111101010100001100000010011101001
