"","SVN","rid","sum_1095_days","FSS_26Aug14","PDISRSA_1YR","POWNRCA_PRI","PALITHERODRCA","PASILTRCA","DAPOPRCA2010"
"114","03089CSR",2768,6552.37871018174,9,9.09090909090909,100,96.1515433741352,61.8483033070089,0
"115","03092CSR",3108,9742.92429034203,6,3.48837209302326,100,58.1954546788372,49.1914297851251,6.29642080722067e-08
"116","03093CSR",2045,5540.44498853921,8,5.53191489361702,0,93.0984999637755,42.7520037986705,0
"117","03094CSR",6671,7592.07713978684,6,0,40.5405405405405,15.4056767425751,43.0483680152107,0.00100642001255136
"118","03097CSR",2478,7610.1400267072,14,0.409836065573771,60.597637248089,85.7539958304378,49.4495830437804,0
"119","03098CSR",8462,5800.22401191685,3,6.89655172413793,0,67.8418648762483,42.7272866828707,0.00182125026166016
"120","03100CSR",873,5531.40667952908,8,10.2272727272727,21.25,0.721288875846198,55.1387885628292,0
"121","03109CSR",9294,7339.23521472116,2,0,0,22.600817733264,42.6092125984252,0
"122","03110CSR",13628,5190.46830328582,8,5.8252427184466,47.6426799007444,29.2722296121127,45.7649742543026,0.000405453446282624
"123","03117CSR",2067,6452.17332594128,8,10.2150537634409,100,61.3398041741107,46.4956678700361,0.000814699559748922
"124","03119CSR",2413,8786.39500369486,9,28.3687943262411,100,7.55907573902518,47.9458797327394,0
"125","03121CSR",839,4892.30499861415,9,0,97.4522292993631,4.68950148524649,52.6270508613618,0.000495170863827516
"126","03133CSR",3073,4821.3449924551,13,30.5,100,37.7567006791801,54.9000498504487,0.0010961105647173
"127","03135CSR",2045,5531.74373782892,5,5.53191489361702,0,93.0984999637755,42.7520037986705,0
"128","03136CSR",19976,5589.39001467265,17,0,99.649474211317,100,36.4051577366049,0.0212598127196317
"129","04001CSR",272,4295.4000038188,32,9.10931174089069,100,0,61.5863489499192,0.159912883629373
"130","04001CSRd",272,4295.4000038188,13,9.10931174089069,100,0,61.5863489499192,0.159912883629373
"131","04002CSR",739,5723.91857066787,15,1.35135135135135,32.1428571428571,42.6102485983854,52.5718496102209,0.00418914889272448
"132","04012CSR",6671,8410.29069282234,4,0,40.5405405405405,15.4056767425751,43.0483680152107,0.00100642001255136
"133","04013CSR",7659,6535.3780722502,29,64.2857142857143,85.097192224622,99.3841985347447,58.6267701430066,0.0104205578320284
"134","04014CSR",8462,6908.77800186481,3,6.89655172413793,0,67.8418648762483,42.7272866828707,0.00182125026166016
"135","04015CSR",8446,6317.7500213217,22,0,0,63.4965034965035,40.8104895104895,0.00769157976872468
"136","04016CSR",2568,10318.9832946425,6,0,100,76.4474245738112,49.2834261495244,6.3106942524782e-05
"137","04019CSR",2045,6070.14999060775,4,5.53191489361702,0,93.0984999637755,42.7520037986705,0
"138","04021CSR",27784,6776.2639786201,13,0,63.9153439153439,96.7805290962191,41.835154969038,0.000244412350865257
"139","04026CSR",21871,3726.91969766651,9,0,71.765601217656,100,42.7888992132813,5.8927265219167e-05
"140","04043CSR",826,7196.77693041426,13,18.6943620178042,88.3081687959737,73.0266159270842,53.4486394357611,0.024328146280091
"141","04045CSR",2456,10127.5241745728,6,0.3003003003003,87.6450767502808,87.0402265677019,49.7470341371751,4.30950944034103e-07
"142","04047CSR",4291,4298.87370574412,22,26.0869565217391,100,80.0842220855002,61.0521600646001,0.10400797919794
"143","04053CSR",3975,4515.82357844897,17,0,100,26.5383190827614,61.2171029766243,0.0362603487782533
"144","04055CSR",2676,9909.80000301264,9,0,100,38.309585492228,44.5459520725389,0
"145","04062CSR",27784,6777.4403718366,10,0,63.9153439153439,96.7805290962191,41.835154969038,0.000244412350865257
"146","04064CSR",2456,10434.7327779767,6,0.3003003003003,87.6450767502808,87.0402265677019,49.7470341371751,4.30950944034103e-07
"147","04065CSR",2413,9872.34399076402,6,28.3687943262411,100,7.55907573902518,47.9458797327394,0
"148","04069CSR",11355,5431.20500126681,21,0,10.9500805152979,100,43.5219573400251,0.00683684279523055
"149","04070CSR",26447,3994.54000199772,33,3.90625,100,100,49.7829616923957,0.00193603124393631
"150","05001CSR",6671,7339.82283936148,6,0,40.5405405405405,15.4056767425751,43.0483680152107,0.00100642001255136
"151","05002CSR",8462,6309.45799927544,2,6.89655172413793,0,67.8418648762483,42.7272866828707,0.00182125026166016
"152","05002REF",24579,5337.47200051881,7,0,4.03587443946188,100,36.2967146974063,0
"153","05003CSR",27784,6464.72836700519,7,0,63.9153439153439,96.7805290962191,41.835154969038,0.000244412350865257
"154","05003REF",28286,7070.94998106919,5,1.36986301369863,52.9891304347826,100,43.4531055900621,0.00315001541651373
"155","05004REF",28319,9108.10599066392,2,0,0,100,40.1200478142077,0.00143360436486034
"156","05005REF",28103,8495.38996898942,3,0,15.9638554216867,100,40.0687304890739,0.00194869299525001
"157","05006CSR",21871,3452.55181632287,9,0,71.765601217656,100,42.7888992132813,5.8927265219167e-05
"158","05006REF",28353,8876.32272477617,2,2.30414746543779,0,100,40.2629022465088,0.00185247899922963
"159","05007CSR",26447,3876.40999644622,14,3.90625,100,100,49.7829616923957,0.00193603124393631
"160","05007MIX",8226,7692.37968044307,10,18.7074829931973,87.8807517822424,83.6224456271208,53.9140814294407,0.0268716212200885
"161","05009MIX",27489,5572.07468378328,10,59.2814371257485,57.8181818181818,93.3264384119745,35.1585463887653,0.0109942534312532
"162","05010CSR",21871,3452.50711935522,9,0,71.765601217656,100,42.7888992132813,5.8927265219167e-05
"163","05010MIX",27489,5572.07468378328,8,59.2814371257485,57.8181818181818,93.3256984597906,35.1585463887653,0.0107276894500073
"164","05014CSR",8446,5796.52001705579,18,0,0,63.4965034965035,40.8104895104895,0.00769157976872468
"165","05015CSR",7659,5976.38615349358,37,64.2857142857143,85.097192224622,99.3841985347447,58.6267701430066,0.0104205578320284
"166","05016CSR",13628,5782.19576514064,8,5.8252427184466,47.6426799007444,29.2722296121127,45.7649742543026,0.000405453446282624
"167","05017CSR",6671,7356.68141042135,6,0,40.5405405405405,15.4056767425751,43.0483680152107,0.00100642001255136
"168","06002DFW",14074,5677.61933747878,7,0,15.5982905982906,99.3987409790899,36.8110310583195,0.00375630841888365
"169","06003DFW",14178,5550.77351954443,20,34.5381526104418,33.9648798521257,100,36.7966645790824,0.000482297685827154
"170","06004DFW",13739,5486.92396159934,9,11.3821138211382,0,90.559030367624,37.731790274382,1.67525884329871e-05
"171","06005DFW",14117,5530.87999844551,8,4.43213296398892,3.96889246446769,100,37.1558594797533,0.00283486799252101
"172","06006DFW",14534,4853.18249698915,11,55.952380952381,61.8025751072961,84.9123726832509,36.9843600273785,0.0085203070772889
"173","06008DFW",16275,3922.23777747485,26,34.1269841269841,84.3859649122807,100,38.4753719263085,0.0508900333523107
"174","06009DFW",17151,3518.426666338,19,0,96.4114832535885,100,38.8949247071946,4.00641745013225e-06
"175","06010DFW",10199,3643.58000979386,19,0,98.0952380952381,100,36.6384910932588,0
"176","06011DFW",12162,3483.97000065632,23,0,51.6423357664234,100,41.8782846715328,0.00122903074052428
"177","06013DFW",16311,4310.61286964374,16,7.5,69.2998204667864,100,36.5795294521724,0
"178","06014DFW",16265,4983.17000223882,22,0,0.99009900990099,100,33.2142646335465,0
"179","06015DFW",13928,6217.75234926598,10,0,5.99455040871935,9.25053984936499,48.8738986488502,0.000525016865471227
"180","06016DFW",14373,6069.8249965196,10,4.90405117270789,13.1964117091596,95.7759727897812,38.2012038774234,0.0110739825396677
"181","06017DFW",13475,6177.00999528045,9,0.923076923076923,0.850520944078248,0,55.1974697001914,0.00653572167807332
"182","06018DFW",15040,5884.58999559622,14,26.8571428571429,100,98.9591676944721,36.7536335867017,0.00249148585220112
"183","06020DFW",14602,5702.93002901599,9,0.793650793650794,0,100,36.5815176558978,0.000483480894326088
"184","06021DFW",14788,5677.16201857999,10,6.36942675159236,29.162656400385,100,36.3171172005184,0.00263105454723465
"185","06022DFW",11399,5034.7451255794,14,0,44.5925925925926,100,37.8272720782466,0.0173576793971941
"186","06023DFW",5079,4227.3299952969,15,7.80141843971631,100,100,40.0214662756598,0.0221750510594479
"187","06024DFW",9463,8702.85674922551,9,0.675675675675676,100,65.4612890964449,44.6212465878071,0
"188","06025DFW",9354,9030.39715833935,4,0.778210116731518,31.3497197067702,66.080556810174,43.6682165039929,0
"189","06026DFW",9609,7775.97999942675,7,5.10948905109489,100,0,47.6176887628501,0
"190","06027DFW",9865,8762.82200255692,17,2.82485875706215,100,92.9307752699078,44.4194972944667,0
"191","06028DFW",9990,7358.6975071308,9,11,93.7984496124031,85.1585546301226,41.1503561187679,0
"192","06029DFW",9402,5010.26002283953,23,15.1020408163265,99.8568019093079,100,47.9072327964861,0.00646125646541785
"193","06030DFW",10512,4818.41999446414,20,25.9668508287293,94.4924406047516,100,36.7055407565264,0.0958857085454606
"194","06031DFW",10519,4402.62000107206,24,45.2554744525547,100,100,40.0757575757576,0.239061363496432
"195","06032DFW",5002,6948.40615775608,7,6.52173913043478,60.3345280764636,24.8264755244312,47.0632687447346,0.0536235196517599
"196","06033DFW",9715,6317.99129529165,7,0.45662100456621,3.71161548731642,0,47.6861392776335,0.00944647392473743
"197","06034DFW",11292,5554.97500339057,20,0,0,100,37.3864440868866,0.016204629674431
"198","06035DFW",13337,5194.42897197514,15,3.56294536817102,49.4903737259343,100,38.1088050593916,0.00712375694802057
"199","06036DFW",13308,4452.89698710639,10,1.88235294117647,58.6886209938253,71.752752887435,40.4363108982929,0.000548539492497498
"200","06037DFW",11954,3985.9071039409,18,0,65.1705565529623,98.5835153745085,36.8798528429318,0.0140802970222422
"201","06038DFWa",13628,6049.81914926115,7,5.8252427184466,47.6426799007444,29.2722296121127,45.7649742543026,0.000405453446282624
"202","06039DFW",9551,8724.27373538724,7,3.44827586206897,100,38.8952263145413,43.5368004064859,0
"203","06040DFW",9618,4819.58500048053,30,3.50877192982456,100,100,47.0312309257375,0.000208262170560331
"204","06041DFW",9120,7618.63297791369,9,6.96095076400679,55.2370452039691,23.7174295590615,45.8717048592503,0.00163868793897387
"205","06042DFW",12609,5801.38201131548,7,0,100,91.8222794591114,40.133044982699,0
"206","06043DFW",10182,5777.68666571875,7,0,0,100,37.2272624113475,0.000688446864736248
"207","06044DFW",21191,4884.54823189601,13,2.5974025974026,100,100,34.5438170941572,0
"208","06045DFW",12987,4890.5650023995,8,1.43884892086331,0,100,37.3427433124644,0.00164775661106858
"209","06046DFW",24064,5441.46001002006,11,0.543478260869565,21.9460227272727,100,34.8722585710547,0
"210","06047DFW",5874,5647.6579980813,10,10.1123595505618,32.4380165289256,100,36.774358974359,9.72301237943896e-05
"211","06048DFW",26840,4794.23663013919,27,10,74.9295774647887,100,35.8048468708389,0.0129027483515221
"212","06049DFW",25398,4308.23999553174,34,4.81927710843374,100,100,62.8813256851498,0.00603681234462098
"213","06050DFW",26039,5031.54599411748,12,20.8333333333333,100,100,53.9520107840935,0.00406358565732986
"214","06051DFW",23873,5626.26999719627,20,0,27.4891774891775,100,33.4971861471861,0
"215","06052DFW",24238,5345.55370901077,11,0.869565217391304,0,100,34.3235915055034,3.85242731296451e-05
"216","06053DFW",25346,4881.56706155678,10,21.1538461538462,78.3904619970194,100,37.5221190155823,0.00018029392613509
"217","06054DFW",26165,4586.14286109526,11,13.6363636363636,68.2483889865261,97.6405138434055,35.3291191191191,0.0187788067104622
"218","06055DFW",25418,4703.12999643199,10,0,86.046511627907,92.2171468728039,34.7176159618008,0.0174185908802893
"219","06056DFW",27806,6038.37319968949,12,7.04225352112676,32.1148825065274,85.4229605238628,36.93112823219,0.000460232072664679
"220","06057DFW",27784,7292.44490992597,12,0,63.9153439153439,96.7805290962191,41.835154969038,0.000244412350865257
"221","06059DFW",20436,4986.67857081576,22,38.6904761904762,100,61.1289269661759,42.0547710434705,0.00679534756743317
"222","06060DFW",19026,5007.22374809789,8,4.08163265306122,100,42.6419113691382,36.9873784751834,0.00362860725725951
"223","06061DFW",23400,5454.353321782,15,0.574712643678161,68.1092220504894,100,35.6813431527266,0.000839486443757603
"224","06062DFW",18035,5617.38399942368,6,1.92307692307692,0,100,34.5721064083667,0
"225","06064DFW",10330,4906.51333121955,12,40.625,0.341296928327645,83.0992073819467,37.9488383008683,0.00742203630742437
"226","06066DFW",632,5788.21249664621,12,0,89.2609699769053,21.9890058605584,44.0043081416575,0.0209637398903383
"227","06067DFW",20649,4322.73571198487,41,58.0357142857143,93.2497589199614,100,51.1443876548064,0.12913551063002
"228","06069DFW",25144,5175.91868663467,34,12.4579124579125,100,100,52.1719441043002,0.0436914082437986
"229","06070DFW",16001,5729.24128587556,25,32.7380952380952,88.2305844675741,100,37.5645131718614,1.4282177479414e-05
"230","06071DFW",16003,5776.70856510781,30,36.3095238095238,48.0749219562955,100,36.4436669272869,7.90829455175253e-06
"231","06072DFW",15880,4003.29228614046,22,0,31.25,98.618753141282,36.5684290441334,0.0108053669045473
"232","06073DFW",15774,5781.50000367127,14,3.47490347490348,13.527397260274,100,34.2264126712329,0.00312701075425582
"233","06074DFW",21538,4354.76236925818,9,23.0769230769231,100,100,35.3199474400055,0.000261739722282614
"234","06076DFW",28629,7262.87999452278,7,2.20588235294118,0,63.8733705772812,35.7019553072626,0
"235","06077DFW",27528,7780.30743084525,13,59.5330739299611,72.4180327868852,97.8563910360052,41.6688894470226,0.0011521796388983
"236","06080DFW",11005,5207.63627045142,39,25.6666666666667,12.4791086350975,88.5724083916621,38.5358233075956,0.0785175959740158
"237","06082DFW",21015,5124.1166702391,11,4.09356725146199,100,100,36.5185714285714,0.0152333374403257
"238","06083DFW",5773,8778.70811476337,4,7.29166666666667,0,45.6689199265675,42.8743027725525,0
"239","06084DFW",5342,5961.49714137161,9,40.0537634408602,22.6164079822616,86.6962305986696,57.3027593003203,0.0618863328791401
"240","06085DFW",8226,8197.02525497881,9,18.7074829931973,87.8807517822424,83.9000808868855,53.9140814294407,0.0252381781482311
"241","06086DFW",8662,7549.71499674302,9,29.7297297297297,100,93.1760695635691,52.3744888023369,0.00940549431957352
"242","06086DFWa",8662,7532.59499728587,10,29.7297297297297,100,93.1760695635691,52.3744888023369,0.00940549431957352
"243","06087DFW",8572,6388.1999999769,12,8.17610062893082,89.3921334922527,79.4938721666941,53.2125623130608,0.0475213927427007
"244","06088DFW",7398,7893.01666329304,2,0,0,0.480128318368302,48.495985862156,0.00601398366280476
"245","06090DFW",7956,9218.62666992905,5,0,59.327731092437,42.5607629693015,42.8850263355907,0.000673662654652954
"246","06092DFW",932,6339.6854501558,10,58,75.4758418740849,88.3579072986553,62.9112036539495,0.033889941623708
"247","06093DFW",1348,5905.66418843079,6,4.95867768595041,47.8436657681941,33.6063448219742,48.1614816884238,0
"248","06094DFW",4551,5220.49000694044,8,8.02603036876356,89.8169873298921,17.8538736620535,48.6948864298194,0
"249","06095DFW",5175,5501.59001020901,7,10.6617647058824,0,0,42.6374476987448,0
"250","06096DFW",5609,8293.40249875002,3,0,0,0,42.2814814814815,0
"251","06097DFW",3108,9732.15952961275,9,3.48837209302326,100,58.1954546788372,49.1914297851251,6.29642080722067e-08
"252","06098DFW",3154,10311.4462172097,5,0,86.0280658938377,2.77852202399506,48.3257874745229,0
"253","06099DFW",2516,5925.67999202758,7,0.87719298245614,68.5770750988142,35.3754940711462,50.6995256916996,0.00678462996972589
"254","06100DFW",3087,9304.77372963223,8,4.21940928270042,97.9116465863454,71.7849049292646,49.0988226225326,0.0201834337257308
"255","06101DFW",392,9371.50647783904,6,6.60377358490566,1.36286201022147,99.3218911178005,49.9750871755134,0.000443510938407461
"256","06102DFW",5242,7548.2787083938,5,31.304347826087,64.9122807017544,55.2836768559271,56.6630367396326,0.0749512902714721
"257","06103DFW",2451,6351.70000169612,11,0,100,37.2218881539387,49.0250150330728,0
"258","06104DFW",1127,7387.91000607237,7,0.290697674418605,9.46643717728055,16.6953528399312,51.5007314974182,0.00805202421262691
"259","06105DFW",3144,8037.78000675701,67,0,67.1578947368421,100,65.6364514712341,0.0118094890251586
"260","06106DFW",1436,8322.93258834968,6,14.8148148148148,7.50656167979003,88.5013439958125,60.0841140656622,0
"261","06107DFW",3027,9848.81250251527,7,20.7547169811321,22.6104830421377,91.3379852251269,60.5606008583691,0.000639353369497811
"262","06108DFW",2662,5468.46889811954,8,0,14.1489361702128,87.5551166659493,53.8496455127097,0.00155302166434144
"263","06109DFW",371,4670.97000063397,36,0,0,100,65.0962382445141,0.00018679854240846
"264","06110DFW",3769,4755.19000578113,32,0,0,100,65.0187307780583,0.000198553842137364
"265","06111DFW",96,5230.55350721637,9,5.0251256281407,100,63.1749449989625,54.8783243116027,0.0115522468015386
"266","06112DFW",4017,4135.25836322237,8,20.1923076923077,100,35.5268415233958,60.1798811809267,0.00518566909502302
"267","06113DFW",4670,4458.47999927402,16,12.6582278481013,100,38.7816646562123,67.2872135102533,0
"268","06114DFW",4361,4235.13207981743,9,3.47826086956522,65.0991917707568,6.2950666807965,63.3790391321193,0.00140424373080625
"269","06115DFW",2246,3834.44280149145,30,7.32758620689655,100,77.8848111529942,58.5825769149411,0.00230224256237503
"270","06116DFW",6829,7869.97917462419,6,0,8.02469135802469,3.87933431217245,42.9929726470103,0.000931267451804074
"271","06117DFW",6671,7601.28856710557,8,0,40.5405405405405,15.4056767425751,43.0483680152107,0.00100642001255136
"272","06118DFW",503,8715.2908513935,4,0.980392156862745,0,32.918248208695,43.0157377980971,0
"273","06119DFW",2277,4927.251899406,3,0,0,39.2129258152976,52.4558322367311,0.000414946728692772
"274","06120DFW",6490,7344.60909621265,3,0,0,0,42.5534037267081,0
"275","06121DFW",7380,7736.62999257073,4,0,0,0,43.2419405320814,0
"276","06122DFW",5736,7609.4399925968,4,0,0,9.3132610558819,42.8921461475928,0
"277","06124DFW",24621,3749.92443686993,11,0.719424460431655,34.3151693667158,100,40.9307013320494,0.00580779240694422
"278","06125DFW",23769,3999.11362971128,7,2.1978021978022,11.9373776908023,100,34.4423902087833,0.0165124331129309
"279","06126DFW",10298,3679.64344657329,12,0,0,100,38.2215242821694,0.00153406544819228
"280","06132DFW",17757,6735.76936954434,11,9.1743119266055,21.1325966850829,100,33.0078835162841,0.000675057610488777
"281","06133DFW",10966,6581.95000245762,15,9.52380952380952,0,100,33.7664087021662,0.0106623491250661
"282","06134DFW",17679,5798.91999012604,28,0,17.6533907427341,100,36.714372246696,0.0687982463469679
