"","LAT_RAW","sum_1095_days","XSLOPE_MAP","MIN_Z","STRMPWR","FSS_26Aug14","PDISRSA_1YR","POWNRCA_PRI","PALITHERODRCA","PACLAYRCA","PASILTRCA","PASUSCEP5_DE","DAROADX","DAPOPRCA2010","PAOWNRCA_AGR"
"1",45.35165,7711.80922553266,-0.0565405000775364,44.3544973022461,-1.96687437619726,29,64.2857142857143,85.097192224622,99.3841985347447,29.7289384955238,58.6267701430066,0.332049809696488,0.00134161539271308,0.0104205578320284,4.81102321554607
"2",45.89721,12577.4238306387,1.60447809720703,190,158.552921087901,4,3.48837209302326,100,58.1954546788372,24.1094622818507,49.1914297851251,2.40583581008025,0.00150652447564263,0.0000000629642080722067,0
"3",43.32637,6212.41691973046,6.75295847815323,519.195194558829,133.418200652873,8,0,5.11811023622047,100,20.8641514973576,35.2628400861225,3.63439854337381,0,0,0
"4",43.01943,5048.01026580513,5.60397089818177,1144.72193426986,343.977337701295,6,0,0,100,23.1795496708014,36.0837764904878,2.2158203717649,0.000893310472227106,0.0000687699023022011,0
"5",42.78835,6880.93880647603,0.635521865185186,674,87.6759609990831,5,0,30,96.8755868361245,21.0552448614335,36.1351100422271,1.80030123508172,0.00118313602618105,0,0
"6",42.75539,9025.49937266286,4.04356047666667,256,465.559379041494,4,0,0,89.6705077046158,21.763164428913,34.4128770461652,8.63961773758994,0.000408991053343415,0,0
"7",45.54567,10628.3173156876,3.07685670912448,226.974738957322,274.763304124816,3,0,0,0,22.3140898064243,49.1261767920736,14.3507730107205,0.00112119415987326,0.00186541513359462,0
"8",45.58563,11346.2035515547,5.28903899563277,660.118018451756,146.686207504879,5,0,40.5405405405405,15.4056767425751,19.0984897010669,43.0483680152107,5.05389204107125,0.000839413031724421,0.00100642001255136,0
"9",45.79846,5686.27055458859,5.22396265300218,665.164492032558,175.995301779643,15,9.375,100,93.9496510816983,27.1744970272079,57.5175690042131,0.155443746912889,0.000620003548940297,0.0126724960723943,0
"10",45.30022,10187.1184987889,2.51209699510414,340.452447070313,129.764882379099,2,0,0,54.4295965913727,20.2247736457108,42.8392552048698,1.33306167839869,0.000516817572392562,0.0000000000156813562698713,0
